record_id,region,region_cost_index,budget_level,food_category,meal_price_lkr,daily_food_price_lkr,data_origin
43357,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,646.43,1939.3,reference-derived scenario
43358,Southern Province,1.2,LOW,Local cafe,859.93,2579.79,reference-derived scenario
43359,Western Province,1.18,LOW,Local rice & curry,898.47,2695.4,reference-derived scenario
43360,Eastern Province,1.02,LOW,Local rice & curry,652.21,1956.62,reference-derived scenario
43361,Southern Province,1.2,HIGH,High-end seafood,7985.37,23956.11,reference-derived scenario
43362,Southern Province,1.2,MID,Tourist restaurant,2450.76,7352.29,reference-derived scenario
43363,Southern Province,1.2,LOW,Local rice & curry,709.82,2129.47,reference-derived scenario
43364,Uva Province,1.02,MID,Local restaurant,1374.83,4124.5,reference-derived scenario
43365,Upcountry / Central Highlands,1.08,LOW,Local cafe,862.43,2587.29,reference-derived scenario
43366,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2700.57,8101.72,reference-derived scenario
43367,Uva Province,1.02,LOW,Local rice & curry,530.63,1591.9,reference-derived scenario
43368,Southern Province,1.2,HIGH,Premium restaurant,4276.86,12830.57,reference-derived scenario
43369,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,2386.65,7159.96,reference-derived scenario
43370,Northern Province,1.0,LOW,Local rice & curry,683.18,2049.54,reference-derived scenario
43371,Eastern Province,1.02,LOW,Local rice & curry,789.21,2367.62,reference-derived scenario
43372,Uva Province,1.02,MID,Hotel buffet / restaurant,2981.08,8943.25,reference-derived scenario
43373,Southern Province,1.2,MID,Tourist restaurant,2157.84,6473.53,reference-derived scenario
43374,Uva Province,1.02,MID,Tourist restaurant,2252.93,6758.8,reference-derived scenario
43375,Eastern Province,1.02,MID,Local restaurant,1098.72,3296.15,reference-derived scenario
43376,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2642.25,7926.76,reference-derived scenario
43377,Eastern Province,1.02,LOW,Local cafe,987.66,2962.99,reference-derived scenario
43378,Northern Province,1.0,MID,Hotel buffet / restaurant,2262.91,6788.74,reference-derived scenario
43379,Sabaragamuwa Province,1.0,LOW,Local cafe,993.03,2979.1,reference-derived scenario
43380,North Western Province,1.03,LOW,Local rice & curry,718.74,2156.23,reference-derived scenario
43381,North Western Province,1.03,HIGH,Premium restaurant,3659.06,10977.18,reference-derived scenario
43382,Sabaragamuwa Province,1.0,HIGH,High-end seafood,5343.04,16029.11,reference-derived scenario
43383,Uva Province,1.02,LOW,Street food,445.1,1335.29,reference-derived scenario
43384,Southern Province,1.2,LOW,Street food,504.79,1514.37,reference-derived scenario
43385,Cultural Triangle / North Central,1.05,LOW,Local cafe,740.88,2222.65,reference-derived scenario
43386,Western Province,1.18,LOW,Street food,491.1,1473.3,reference-derived scenario
43387,Uva Province,1.02,LOW,Street food,443.86,1331.57,reference-derived scenario
43388,North Western Province,1.03,LOW,Local rice & curry,742.19,2226.57,reference-derived scenario
43389,North Western Province,1.03,MID,Hotel buffet / restaurant,2281.96,6845.87,reference-derived scenario
43390,Eastern Province,1.02,MID,Tourist restaurant,2634.25,7902.74,reference-derived scenario
43391,North Western Province,1.03,MID,Hotel buffet / restaurant,3330.71,9992.13,reference-derived scenario
43392,Uva Province,1.02,HIGH,Premium restaurant,3910.17,11730.52,reference-derived scenario
43393,Uva Province,1.02,HIGH,Luxury hotel dining,7935.3,23805.89,reference-derived scenario
43394,North Western Province,1.03,LOW,Street food,318.69,956.07,reference-derived scenario
43395,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2915.91,8747.73,reference-derived scenario
43396,Uva Province,1.02,MID,Hotel buffet / restaurant,2829.76,8489.28,reference-derived scenario
43397,Cultural Triangle / North Central,1.05,LOW,Local cafe,1114.41,3343.24,reference-derived scenario
43398,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2916.54,8749.63,reference-derived scenario
43399,Uva Province,1.02,MID,Hotel buffet / restaurant,2514.59,7543.76,reference-derived scenario
43400,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2023.42,6070.26,reference-derived scenario
43401,Southern Province,1.2,MID,Tourist restaurant,2259.47,6778.41,reference-derived scenario
43402,Sabaragamuwa Province,1.0,LOW,Local cafe,995.14,2985.41,reference-derived scenario
43403,North Western Province,1.03,HIGH,High-end seafood,5639.08,16917.24,reference-derived scenario
43404,Uva Province,1.02,LOW,Street food,411.03,1233.1,reference-derived scenario
43405,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,9057.15,27171.44,reference-derived scenario
43406,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,6151.56,18454.69,reference-derived scenario
43407,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3614.1,10842.29,reference-derived scenario
43408,Uva Province,1.02,LOW,Local cafe,951.53,2854.6,reference-derived scenario
43409,Northern Province,1.0,LOW,Local cafe,1088.94,3266.83,reference-derived scenario
43410,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2933.39,8800.18,reference-derived scenario
43411,Eastern Province,1.02,HIGH,High-end seafood,7597.36,22792.07,reference-derived scenario
43412,Eastern Province,1.02,LOW,Local rice & curry,826.73,2480.18,reference-derived scenario
43413,Upcountry / Central Highlands,1.08,LOW,Local cafe,1072.54,3217.61,reference-derived scenario
43414,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,4446.27,13338.8,reference-derived scenario
43415,Upcountry / Central Highlands,1.08,LOW,Local cafe,1179.11,3537.33,reference-derived scenario
43416,Southern Province,1.2,MID,Tourist restaurant,2419.51,7258.53,reference-derived scenario
43417,Western Province,1.18,LOW,Street food,492.94,1478.81,reference-derived scenario
43418,Sabaragamuwa Province,1.0,LOW,Local cafe,834.81,2504.42,reference-derived scenario
43419,Southern Province,1.2,MID,Local restaurant,1738.18,5214.53,reference-derived scenario
43420,Southern Province,1.2,MID,Tourist restaurant,3208.75,9626.26,reference-derived scenario
43421,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2844.7,8534.11,reference-derived scenario
43422,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,681.48,2044.44,reference-derived scenario
43423,Southern Province,1.2,LOW,Local cafe,1034.27,3102.82,reference-derived scenario
43424,Uva Province,1.02,MID,Hotel buffet / restaurant,2391.23,7173.7,reference-derived scenario
43425,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,3072.02,9216.06,reference-derived scenario
43426,Eastern Province,1.02,MID,Hotel buffet / restaurant,2344.1,7032.3,reference-derived scenario
43427,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,838.18,2514.53,reference-derived scenario
43428,Upcountry / Central Highlands,1.08,MID,Local restaurant,1484.29,4452.88,reference-derived scenario
43429,Upcountry / Central Highlands,1.08,LOW,Street food,300.22,900.65,reference-derived scenario
43430,Western Province,1.18,MID,Local restaurant,1525.52,4576.57,reference-derived scenario
43431,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,755.23,2265.68,reference-derived scenario
43432,Uva Province,1.02,LOW,Local cafe,764.44,2293.31,reference-derived scenario
43433,North Western Province,1.03,MID,Local restaurant,1093.42,3280.27,reference-derived scenario
43434,Northern Province,1.0,MID,Hotel buffet / restaurant,2634.89,7904.67,reference-derived scenario
43435,Western Province,1.18,LOW,Street food,348.55,1045.65,reference-derived scenario
43436,Northern Province,1.0,MID,Tourist restaurant,2402.72,7208.15,reference-derived scenario
43437,Sabaragamuwa Province,1.0,HIGH,Luxury hotel dining,9628.04,28884.12,reference-derived scenario
43438,Uva Province,1.02,MID,Tourist restaurant,2745.88,8237.64,reference-derived scenario
43439,Western Province,1.18,MID,Local restaurant,1425.48,4276.43,reference-derived scenario
43440,Western Province,1.18,LOW,Local cafe,1225.74,3677.23,reference-derived scenario
43441,Cultural Triangle / North Central,1.05,HIGH,Luxury hotel dining,7953.74,23861.21,reference-derived scenario
43442,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2353.32,7059.96,reference-derived scenario
43443,North Western Province,1.03,LOW,Street food,439.54,1318.63,reference-derived scenario
43444,Northern Province,1.0,LOW,Local rice & curry,672.61,2017.84,reference-derived scenario
43445,Eastern Province,1.02,HIGH,Luxury hotel dining,11630.65,34891.95,reference-derived scenario
43446,Uva Province,1.02,MID,Local restaurant,1563.32,4689.95,reference-derived scenario
43447,Cultural Triangle / North Central,1.05,LOW,Local cafe,989.07,2967.22,reference-derived scenario
43448,Northern Province,1.0,MID,Tourist restaurant,2932.24,8796.73,reference-derived scenario
43449,Sabaragamuwa Province,1.0,MID,Local restaurant,1304.66,3913.98,reference-derived scenario
43450,North Western Province,1.03,LOW,Local cafe,774.25,2322.76,reference-derived scenario
43451,Eastern Province,1.02,MID,Local restaurant,1023.18,3069.54,reference-derived scenario
43452,Northern Province,1.0,HIGH,Luxury hotel dining,9232.94,27698.82,reference-derived scenario
43453,Southern Province,1.2,LOW,Street food,446.19,1338.58,reference-derived scenario
43454,Upcountry / Central Highlands,1.08,MID,Local restaurant,1318.87,3956.6,reference-derived scenario
43455,Uva Province,1.02,HIGH,Luxury hotel dining,7454.24,22362.72,reference-derived scenario
43456,North Western Province,1.03,MID,Local restaurant,1520.39,4561.18,reference-derived scenario
43457,North Western Province,1.03,LOW,Local rice & curry,528.1,1584.31,reference-derived scenario
43458,Southern Province,1.2,MID,Hotel buffet / restaurant,3270.27,9810.81,reference-derived scenario
43459,Southern Province,1.2,LOW,Street food,525.93,1577.78,reference-derived scenario
43460,Eastern Province,1.02,HIGH,Luxury hotel dining,9279.22,27837.67,reference-derived scenario
43461,North Western Province,1.03,MID,Tourist restaurant,2795.55,8386.65,reference-derived scenario
43462,Sabaragamuwa Province,1.0,LOW,Street food,286.17,858.52,reference-derived scenario
43463,Western Province,1.18,MID,Local restaurant,1115.79,3347.38,reference-derived scenario
43464,Cultural Triangle / North Central,1.05,HIGH,Luxury hotel dining,7556.53,22669.6,reference-derived scenario
43465,Southern Province,1.2,MID,Local restaurant,1792.65,5377.95,reference-derived scenario
43466,Sabaragamuwa Province,1.0,HIGH,Premium restaurant,4297.15,12891.44,reference-derived scenario
43467,Western Province,1.18,LOW,Local cafe,1321.31,3963.94,reference-derived scenario
43468,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,5146.63,15439.88,reference-derived scenario
43469,Southern Province,1.2,LOW,Local cafe,1247.13,3741.4,reference-derived scenario
43470,Northern Province,1.0,MID,Tourist restaurant,2253.84,6761.52,reference-derived scenario
43471,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,691.01,2073.04,reference-derived scenario
43472,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,4233.95,12701.84,reference-derived scenario
43473,Western Province,1.18,MID,Local restaurant,1469.09,4407.28,reference-derived scenario
43474,Northern Province,1.0,LOW,Local rice & curry,801.68,2405.04,reference-derived scenario
43475,Northern Province,1.0,LOW,Local rice & curry,516.84,1550.51,reference-derived scenario
43476,Southern Province,1.2,LOW,Local cafe,1160.13,3480.4,reference-derived scenario
43477,Southern Province,1.2,LOW,Street food,393.75,1181.25,reference-derived scenario
43478,Eastern Province,1.02,MID,Tourist restaurant,2434.31,7302.93,reference-derived scenario
43479,North Western Province,1.03,HIGH,High-end seafood,5571.55,16714.66,reference-derived scenario
43480,Eastern Province,1.02,LOW,Local rice & curry,598.51,1795.52,reference-derived scenario
43481,Sabaragamuwa Province,1.0,HIGH,Premium restaurant,3842.2,11526.59,reference-derived scenario
43482,Eastern Province,1.02,HIGH,Premium restaurant,3750.4,11251.2,reference-derived scenario
43483,North Western Province,1.03,HIGH,Luxury hotel dining,8326.65,24979.96,reference-derived scenario
43484,Southern Province,1.2,MID,Tourist restaurant,3146.23,9438.69,reference-derived scenario
43485,Eastern Province,1.02,MID,Local restaurant,992.41,2977.24,reference-derived scenario
43486,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2243.38,6730.14,reference-derived scenario
43487,North Western Province,1.03,LOW,Local cafe,938.57,2815.71,reference-derived scenario
43488,Eastern Province,1.02,MID,Tourist restaurant,2414.66,7243.99,reference-derived scenario
43489,North Western Province,1.03,MID,Tourist restaurant,1902.35,5707.05,reference-derived scenario
43490,Northern Province,1.0,MID,Hotel buffet / restaurant,3467.28,10401.83,reference-derived scenario
43491,Uva Province,1.02,LOW,Street food,333.62,1000.87,reference-derived scenario
43492,Southern Province,1.2,MID,Local restaurant,1424.01,4272.04,reference-derived scenario
43493,Northern Province,1.0,MID,Tourist restaurant,2573.02,7719.07,reference-derived scenario
43494,Southern Province,1.2,MID,Local restaurant,1390.97,4172.91,reference-derived scenario
43495,North Western Province,1.03,LOW,Local cafe,938.21,2814.64,reference-derived scenario
43496,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2247.02,6741.05,reference-derived scenario
43497,Northern Province,1.0,LOW,Street food,327.44,982.32,reference-derived scenario
43498,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,672.84,2018.53,reference-derived scenario
43499,Southern Province,1.2,MID,Hotel buffet / restaurant,4103.52,12310.55,reference-derived scenario
43500,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3693.77,11081.31,reference-derived scenario
43501,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3752.4,11257.19,reference-derived scenario
43502,North Western Province,1.03,LOW,Local rice & curry,684.59,2053.76,reference-derived scenario
43503,Southern Province,1.2,LOW,Street food,472.47,1417.41,reference-derived scenario
43504,Western Province,1.18,MID,Local restaurant,1532.52,4597.56,reference-derived scenario
43505,North Western Province,1.03,MID,Local restaurant,1230.66,3691.99,reference-derived scenario
43506,Western Province,1.18,MID,Local restaurant,1508.86,4526.57,reference-derived scenario
43507,Eastern Province,1.02,MID,Hotel buffet / restaurant,3036.6,9109.79,reference-derived scenario
43508,North Western Province,1.03,LOW,Local rice & curry,831.45,2494.35,reference-derived scenario
43509,Northern Province,1.0,LOW,Local rice & curry,789.67,2369.0,reference-derived scenario
43510,Southern Province,1.2,LOW,Local cafe,1355.24,4065.72,reference-derived scenario
43511,Northern Province,1.0,MID,Hotel buffet / restaurant,2937.61,8812.83,reference-derived scenario
43512,Western Province,1.18,LOW,Street food,412.85,1238.55,reference-derived scenario
43513,Uva Province,1.02,MID,Hotel buffet / restaurant,2528.85,7586.55,reference-derived scenario
43514,Eastern Province,1.02,HIGH,Luxury hotel dining,9758.11,29274.33,reference-derived scenario
43515,Northern Province,1.0,LOW,Local rice & curry,519.53,1558.58,reference-derived scenario
43516,Western Province,1.18,MID,Tourist restaurant,2643.92,7931.75,reference-derived scenario
43517,Southern Province,1.2,MID,Hotel buffet / restaurant,3418.99,10256.96,reference-derived scenario
43518,Upcountry / Central Highlands,1.08,LOW,Street food,381.01,1143.02,reference-derived scenario
43519,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2041.2,6123.59,reference-derived scenario
43520,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3062.9,9188.7,reference-derived scenario
43521,North Western Province,1.03,LOW,Street food,342.4,1027.21,reference-derived scenario
43522,Eastern Province,1.02,MID,Tourist restaurant,2314.68,6944.04,reference-derived scenario
43523,Uva Province,1.02,MID,Hotel buffet / restaurant,2902.76,8708.27,reference-derived scenario
43524,Northern Province,1.0,LOW,Local rice & curry,781.53,2344.58,reference-derived scenario
43525,Cultural Triangle / North Central,1.05,MID,Local restaurant,1445.0,4335.01,reference-derived scenario
43526,Eastern Province,1.02,MID,Local restaurant,1213.12,3639.35,reference-derived scenario
43527,Uva Province,1.02,HIGH,Luxury hotel dining,11677.5,35032.49,reference-derived scenario
43528,Cultural Triangle / North Central,1.05,MID,Local restaurant,1482.49,4447.46,reference-derived scenario
43529,Uva Province,1.02,LOW,Local rice & curry,833.67,2501.0,reference-derived scenario
43530,Uva Province,1.02,HIGH,Premium restaurant,4874.89,14624.66,reference-derived scenario
43531,Upcountry / Central Highlands,1.08,LOW,Street food,469.13,1407.39,reference-derived scenario
43532,Northern Province,1.0,LOW,Street food,367.13,1101.4,reference-derived scenario
43533,Uva Province,1.02,MID,Local restaurant,1028.72,3086.16,reference-derived scenario
43534,Eastern Province,1.02,LOW,Local rice & curry,712.49,2137.48,reference-derived scenario
43535,Southern Province,1.2,HIGH,Premium restaurant,4756.26,14268.79,reference-derived scenario
43536,Eastern Province,1.02,MID,Local restaurant,1289.99,3869.98,reference-derived scenario
43537,Southern Province,1.2,LOW,Local cafe,1233.34,3700.03,reference-derived scenario
43538,Northern Province,1.0,HIGH,Luxury hotel dining,10619.6,31858.81,reference-derived scenario
43539,Uva Province,1.02,MID,Tourist restaurant,2016.21,6048.63,reference-derived scenario
43540,Uva Province,1.02,LOW,Local cafe,1023.57,3070.72,reference-derived scenario
43541,Southern Province,1.2,MID,Tourist restaurant,3159.6,9478.81,reference-derived scenario
43542,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3324.4,9973.21,reference-derived scenario
43543,Upcountry / Central Highlands,1.08,LOW,Street food,420.54,1261.62,reference-derived scenario
43544,Uva Province,1.02,LOW,Street food,287.86,863.58,reference-derived scenario
43545,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,3259.8,9779.41,reference-derived scenario
43546,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,9703.48,29110.43,reference-derived scenario
43547,Southern Province,1.2,LOW,Street food,486.33,1458.99,reference-derived scenario
43548,Sabaragamuwa Province,1.0,LOW,Local cafe,968.73,2906.18,reference-derived scenario
43549,Sabaragamuwa Province,1.0,LOW,Street food,434.12,1302.36,reference-derived scenario
43550,Sabaragamuwa Province,1.0,MID,Local restaurant,1513.14,4539.43,reference-derived scenario
43551,Uva Province,1.02,MID,Local restaurant,1138.27,3414.82,reference-derived scenario
43552,Northern Province,1.0,LOW,Local rice & curry,558.44,1675.33,reference-derived scenario
43553,Upcountry / Central Highlands,1.08,HIGH,Luxury hotel dining,8883.42,26650.27,reference-derived scenario
43554,Eastern Province,1.02,MID,Hotel buffet / restaurant,2498.28,7494.85,reference-derived scenario
43555,Southern Province,1.2,MID,Tourist restaurant,3270.48,9811.44,reference-derived scenario
43556,Uva Province,1.02,LOW,Local cafe,1079.27,3237.82,reference-derived scenario
43557,Southern Province,1.2,HIGH,High-end seafood,8247.14,24741.43,reference-derived scenario
43558,Upcountry / Central Highlands,1.08,LOW,Street food,415.78,1247.34,reference-derived scenario
43559,North Western Province,1.03,HIGH,Luxury hotel dining,8861.04,26583.11,reference-derived scenario
43560,Western Province,1.18,MID,Tourist restaurant,2861.45,8584.34,reference-derived scenario
43561,Uva Province,1.02,LOW,Local cafe,902.32,2706.97,reference-derived scenario
43562,Upcountry / Central Highlands,1.08,LOW,Local cafe,796.52,2389.57,reference-derived scenario
43563,Eastern Province,1.02,LOW,Local cafe,930.89,2792.66,reference-derived scenario
43564,North Western Province,1.03,MID,Tourist restaurant,2312.65,6937.96,reference-derived scenario
43565,Sabaragamuwa Province,1.0,MID,Local restaurant,1042.91,3128.72,reference-derived scenario
43566,Eastern Province,1.02,MID,Tourist restaurant,2818.79,8456.38,reference-derived scenario
43567,North Western Province,1.03,MID,Tourist restaurant,2702.03,8106.09,reference-derived scenario
43568,Sabaragamuwa Province,1.0,MID,Local restaurant,1013.12,3039.36,reference-derived scenario
43569,Eastern Province,1.02,LOW,Local cafe,1071.99,3215.96,reference-derived scenario
43570,North Western Province,1.03,MID,Tourist restaurant,2753.78,8261.33,reference-derived scenario
43571,Southern Province,1.2,MID,Local restaurant,1687.28,5061.83,reference-derived scenario
43572,Southern Province,1.2,MID,Tourist restaurant,2796.77,8390.32,reference-derived scenario
43573,Northern Province,1.0,LOW,Local rice & curry,711.87,2135.6,reference-derived scenario
43574,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2145.61,6436.82,reference-derived scenario
43575,Northern Province,1.0,HIGH,High-end seafood,7557.76,22673.28,reference-derived scenario
43576,Northern Province,1.0,HIGH,Premium restaurant,4600.12,13800.36,reference-derived scenario
43577,Eastern Province,1.02,HIGH,Luxury hotel dining,9991.06,29973.19,reference-derived scenario
43578,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,578.75,1736.26,reference-derived scenario
43579,Eastern Province,1.02,MID,Hotel buffet / restaurant,2964.18,8892.54,reference-derived scenario
43580,Western Province,1.18,LOW,Street food,347.22,1041.66,reference-derived scenario
43581,North Western Province,1.03,LOW,Local cafe,1112.05,3336.16,reference-derived scenario
43582,Southern Province,1.2,LOW,Street food,447.0,1340.99,reference-derived scenario
43583,Sabaragamuwa Province,1.0,LOW,Street food,355.48,1066.44,reference-derived scenario
43584,Southern Province,1.2,LOW,Street food,495.71,1487.14,reference-derived scenario
43585,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2837.97,8513.92,reference-derived scenario
43586,Uva Province,1.02,LOW,Local cafe,967.34,2902.02,reference-derived scenario
43587,Southern Province,1.2,LOW,Local rice & curry,833.33,2499.99,reference-derived scenario
43588,Eastern Province,1.02,MID,Tourist restaurant,2913.37,8740.12,reference-derived scenario
43589,Cultural Triangle / North Central,1.05,LOW,Street food,456.77,1370.31,reference-derived scenario
43590,Western Province,1.18,HIGH,Premium restaurant,4820.28,14460.85,reference-derived scenario
43591,Northern Province,1.0,LOW,Local cafe,810.86,2432.57,reference-derived scenario
43592,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,4882.76,14648.27,reference-derived scenario
43593,Northern Province,1.0,LOW,Local rice & curry,618.31,1854.92,reference-derived scenario
43594,Uva Province,1.02,MID,Local restaurant,1500.71,4502.14,reference-derived scenario
43595,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2469.53,7408.59,reference-derived scenario
43596,Western Province,1.18,MID,Hotel buffet / restaurant,3779.01,11337.03,reference-derived scenario
43597,Western Province,1.18,LOW,Street food,514.17,1542.52,reference-derived scenario
43598,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,3039.46,9118.38,reference-derived scenario
43599,Western Province,1.18,LOW,Street food,525.12,1575.36,reference-derived scenario
43600,Eastern Province,1.02,HIGH,Luxury hotel dining,10752.34,32257.01,reference-derived scenario
43601,Northern Province,1.0,MID,Hotel buffet / restaurant,3571.2,10713.6,reference-derived scenario
43602,Northern Province,1.0,LOW,Street food,280.68,842.05,reference-derived scenario
43603,North Western Province,1.03,MID,Local restaurant,1548.03,4644.09,reference-derived scenario
43604,Uva Province,1.02,LOW,Local rice & curry,793.71,2381.12,reference-derived scenario
43605,Eastern Province,1.02,LOW,Local cafe,1093.02,3279.06,reference-derived scenario
43606,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2336.25,7008.76,reference-derived scenario
43607,Eastern Province,1.02,LOW,Local rice & curry,699.93,2099.78,reference-derived scenario
43608,Northern Province,1.0,MID,Tourist restaurant,2296.83,6890.5,reference-derived scenario
43609,Sabaragamuwa Province,1.0,MID,Tourist restaurant,2674.66,8023.97,reference-derived scenario
43610,Southern Province,1.2,LOW,Local cafe,1322.82,3968.45,reference-derived scenario
43611,Cultural Triangle / North Central,1.05,MID,Local restaurant,1505.71,4517.14,reference-derived scenario
43612,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2092.88,6278.65,reference-derived scenario
43613,Eastern Province,1.02,MID,Tourist restaurant,2012.03,6036.1,reference-derived scenario
43614,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2282.25,6846.75,reference-derived scenario
43615,Eastern Province,1.02,LOW,Local rice & curry,756.16,2268.47,reference-derived scenario
43616,North Western Province,1.03,MID,Local restaurant,1345.68,4037.03,reference-derived scenario
43617,Northern Province,1.0,LOW,Street food,292.37,877.1,reference-derived scenario
43618,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3244.87,9734.6,reference-derived scenario
43619,Eastern Province,1.02,LOW,Local rice & curry,767.13,2301.4,reference-derived scenario
43620,Northern Province,1.0,MID,Local restaurant,1146.53,3439.59,reference-derived scenario
43621,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2850.83,8552.49,reference-derived scenario
43622,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,871.21,2613.63,reference-derived scenario
43623,Eastern Province,1.02,LOW,Street food,305.1,915.31,reference-derived scenario
43624,Northern Province,1.0,LOW,Street food,346.44,1039.32,reference-derived scenario
43625,Southern Province,1.2,MID,Tourist restaurant,3521.04,10563.13,reference-derived scenario
43626,Cultural Triangle / North Central,1.05,MID,Local restaurant,1385.08,4155.25,reference-derived scenario
43627,Northern Province,1.0,LOW,Street food,288.26,864.78,reference-derived scenario
43628,North Western Province,1.03,LOW,Street food,283.27,849.82,reference-derived scenario
43629,Eastern Province,1.02,HIGH,Luxury hotel dining,11594.79,34784.37,reference-derived scenario
43630,Sabaragamuwa Province,1.0,LOW,Local cafe,717.2,2151.6,reference-derived scenario
43631,Northern Province,1.0,LOW,Street food,392.95,1178.85,reference-derived scenario
43632,Western Province,1.18,LOW,Local cafe,1244.08,3732.23,reference-derived scenario
43633,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3093.5,9280.51,reference-derived scenario
43634,Southern Province,1.2,LOW,Local cafe,1380.91,4142.72,reference-derived scenario
43635,Uva Province,1.02,HIGH,High-end seafood,7303.5,21910.49,reference-derived scenario
43636,Western Province,1.18,MID,Hotel buffet / restaurant,3889.61,11668.82,reference-derived scenario
43637,Southern Province,1.2,MID,Hotel buffet / restaurant,3788.55,11365.64,reference-derived scenario
43638,North Western Province,1.03,MID,Tourist restaurant,2076.65,6229.96,reference-derived scenario
43639,North Western Province,1.03,LOW,Local rice & curry,762.16,2286.49,reference-derived scenario
43640,Northern Province,1.0,MID,Tourist restaurant,2225.34,6676.01,reference-derived scenario
43641,Northern Province,1.0,LOW,Local rice & curry,785.08,2355.23,reference-derived scenario
43642,Northern Province,1.0,LOW,Street food,329.61,988.84,reference-derived scenario
43643,Cultural Triangle / North Central,1.05,HIGH,High-end seafood,6181.25,18543.75,reference-derived scenario
43644,Western Province,1.18,MID,Tourist restaurant,2412.93,7238.8,reference-derived scenario
43645,North Western Province,1.03,MID,Hotel buffet / restaurant,2329.79,6989.37,reference-derived scenario
43646,Uva Province,1.02,LOW,Local rice & curry,843.73,2531.2,reference-derived scenario
43647,Western Province,1.18,MID,Hotel buffet / restaurant,3327.43,9982.3,reference-derived scenario
43648,Western Province,1.18,HIGH,Premium restaurant,6567.07,19701.21,reference-derived scenario
43649,Eastern Province,1.02,LOW,Local rice & curry,717.06,2151.18,reference-derived scenario
43650,Northern Province,1.0,LOW,Street food,306.73,920.19,reference-derived scenario
43651,Uva Province,1.02,LOW,Local rice & curry,648.05,1944.16,reference-derived scenario
43652,North Western Province,1.03,LOW,Local rice & curry,619.84,1859.51,reference-derived scenario
43653,Uva Province,1.02,LOW,Local rice & curry,551.46,1654.39,reference-derived scenario
43654,Western Province,1.18,LOW,Street food,357.94,1073.81,reference-derived scenario
43655,Upcountry / Central Highlands,1.08,LOW,Local cafe,915.57,2746.7,reference-derived scenario
43656,Sabaragamuwa Province,1.0,HIGH,Luxury hotel dining,11249.38,33748.15,reference-derived scenario
43657,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2279.51,6838.53,reference-derived scenario
43658,North Western Province,1.03,MID,Tourist restaurant,2736.85,8210.54,reference-derived scenario
43659,North Western Province,1.03,MID,Tourist restaurant,3027.98,9083.93,reference-derived scenario
43660,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2440.01,7320.04,reference-derived scenario
43661,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2220.46,6661.39,reference-derived scenario
43662,Upcountry / Central Highlands,1.08,LOW,Local cafe,969.67,2909.02,reference-derived scenario
43663,Western Province,1.18,MID,Hotel buffet / restaurant,3086.26,9258.78,reference-derived scenario
