record_id,budget_level,travellers,transport_mode,route_distance_km,public_transport_coverage,estimated_transport_cost_lkr,data_origin
46665,MID,7,Van - Uber/PickMe,744.42,0.0,122073.58,reference-derived scenario
46666,MID,12,Public transport + Van - Uber/PickMe,133.29,0.884,11564.07,reference-derived scenario
46667,LOW,6,Public transport + Minivan - Uber/PickMe,448.73,0.875,17039.37,reference-derived scenario
46668,LOW,13,Public transport + Van - Uber/PickMe,45.32,0.508,6587.15,reference-derived scenario
46669,MID,9,Public transport + Van - Uber/PickMe,127.8,0.442,16056.61,reference-derived scenario
46670,LOW,6,Public transport + Van - Uber/PickMe,435.99,0.938,18253.3,reference-derived scenario
46671,HIGH,13,Public transport + Van - Uber/PickMe,441.23,0.375,56505.66,reference-derived scenario
46672,LOW,6,Public transport + Minivan - Uber/PickMe,301.06,0.373,25471.66,reference-derived scenario
46673,LOW,11,Public transport + Van - Uber/PickMe,406.49,0.627,42432.88,reference-derived scenario
46674,LOW,7,Public transport + Minivan - Uber/PickMe,387.34,0.752,22081.51,reference-derived scenario
46675,LOW,16,Public transport + 2 Vans - Uber/PickMe,353.49,0.572,66822.27,reference-derived scenario
46676,MID,2,Public transport + Tuk/Taxi,131.43,0.517,5703.77,reference-derived scenario
46677,LOW,16,Public transport + 2 Vans - Uber/PickMe,751.31,0.626,127700.57,reference-derived scenario
46678,LOW,11,Public transport + Van - Uber/PickMe,585.96,0.421,76368.94,reference-derived scenario
46679,MID,3,Van - Uber/PickMe,756.63,0.0,145348.52,reference-derived scenario
46680,LOW,4,Public transport + Minivan - Uber/PickMe,591.79,0.645,34465.02,reference-derived scenario
46681,LOW,8,Public transport + Van - Uber/PickMe,330.36,0.859,19847.18,reference-derived scenario
46682,LOW,20,Public transport + 2 Vans - Uber/PickMe,166.67,0.814,26748.77,reference-derived scenario
46683,LOW,9,Public transport + Van - Uber/PickMe,392.87,0.827,27958.12,reference-derived scenario
46684,MID,4,Minivan - Uber/PickMe,291.42,0.0,36324.03,reference-derived scenario
46685,LOW,2,Public transport + Van - Uber/PickMe,805.62,0.358,95651.27,reference-derived scenario
46686,MID,10,Van - Uber/PickMe,510.91,0.0,92936.07,reference-derived scenario
46687,HIGH,10,Public transport + Van - Uber/PickMe,240.52,0.593,26137.49,reference-derived scenario
46688,MID,18,2 Vans - Uber/PickMe,368.9,0.0,140260.13,reference-derived scenario
46689,MID,16,2 Vans - Uber/PickMe,779.28,0.0,260438.95,reference-derived scenario
46690,LOW,5,Public transport + Van - Uber/PickMe,401.9,0.88,16777.39,reference-derived scenario
46691,HIGH,20,Public transport + 2 Vans - Uber/PickMe,639.62,0.861,79843.96,reference-derived scenario
46692,MID,8,Van - Uber/PickMe,474.83,0.0,87563.32,reference-derived scenario
46693,MID,18,2 Vans - Uber/PickMe,14.92,0.0,7265.08,reference-derived scenario
46694,MID,11,Public transport + Van - Uber/PickMe,50.78,0.748,5951.36,reference-derived scenario
46695,HIGH,12,Van - Uber/PickMe,821.9,0.0,145711.78,reference-derived scenario
46696,HIGH,10,Public transport + Van - Uber/PickMe,390.74,0.447,49358.47,reference-derived scenario
46697,MID,19,Public transport + 2 Vans - Uber/PickMe,31.09,0.591,10018.87,reference-derived scenario
46698,LOW,14,Public transport + 2 Minivans - Uber/PickMe,598.61,0.881,53245.4,reference-derived scenario
46699,HIGH,2,Private driver + Car,8.74,0.0,1228.71,reference-derived scenario
46700,HIGH,5,Public transport + Minivan - Uber/PickMe,739.9,0.488,58645.14,reference-derived scenario
46701,MID,1,Public transport + Minivan - Uber/PickMe,183.52,0.576,11504.81,reference-derived scenario
46702,LOW,18,Public transport + 2 Vans - Uber/PickMe,61.56,0.67,14470.43,reference-derived scenario
46703,LOW,2,Public transport + Van - Uber/PickMe,580.91,0.77,26982.61,reference-derived scenario
46704,HIGH,20,Private driver + 2 Vans,763.25,0.0,273379.66,reference-derived scenario
46705,LOW,17,Public transport + 2 Vans - Uber/PickMe,326.53,0.904,40565.0,reference-derived scenario
46706,LOW,11,Public transport + Van - Uber/PickMe,146.27,0.747,14062.11,reference-derived scenario
46707,MID,10,Van - Uber/PickMe,18.94,0.0,5002.77,reference-derived scenario
46708,LOW,10,Public transport + Van - Uber/PickMe,849.8,0.816,61234.61,reference-derived scenario
46709,MID,18,Public transport + 2 Vans - Uber/PickMe,180.5,0.61,38638.41,reference-derived scenario
46710,LOW,7,Public transport + Van - Uber/PickMe,337.24,0.791,21197.69,reference-derived scenario
46711,MID,11,Public transport + Van - Uber/PickMe,607.9,0.567,62470.88,reference-derived scenario
46712,HIGH,15,Private driver + Van,479.95,0.0,88751.08,reference-derived scenario
46713,MID,12,Van - Uber/PickMe,134.39,0.0,23922.69,reference-derived scenario
46714,MID,5,Public transport + Van - Uber/PickMe,59.19,0.351,8253.02,reference-derived scenario
46715,LOW,10,Public transport + Van - Uber/PickMe,934.73,0.523,112045.87,reference-derived scenario
46716,LOW,2,Public transport + Minivan - Uber/PickMe,288.82,0.808,9037.79,reference-derived scenario
46717,LOW,14,Public transport + 2 Minivans - Uber/PickMe,659.57,0.807,69680.77,reference-derived scenario
46718,MID,20,2 Vans - Uber/PickMe,839.2,0.0,276865.93,reference-derived scenario
46719,HIGH,10,Public transport + Van - Uber/PickMe,713.99,0.786,50451.01,reference-derived scenario
46720,MID,5,Public transport + Van - Uber/PickMe,319.26,0.424,36484.1,reference-derived scenario
46721,MID,11,Van - Uber/PickMe,710.41,0.0,134204.17,reference-derived scenario
46722,LOW,15,Public transport + Van - Uber/PickMe,675.97,0.353,97916.82,reference-derived scenario
46723,LOW,13,Public transport + Van - Uber/PickMe,818.82,0.612,92886.0,reference-derived scenario
46724,LOW,3,Public transport + Tuk/Taxi,380.97,0.769,12138.17,reference-derived scenario
46725,MID,9,Public transport + Van - Uber/PickMe,368.95,0.404,46887.21,reference-derived scenario
46726,MID,12,Public transport + Van - Uber/PickMe,652.77,0.652,62345.96,reference-derived scenario
46727,LOW,11,Public transport + Van - Uber/PickMe,544.72,0.653,52771.31,reference-derived scenario
46728,HIGH,6,Minivan - Uber/PickMe,315.35,0.0,36479.35,reference-derived scenario
46729,MID,15,Van - Uber/PickMe,261.03,0.0,47656.48,reference-derived scenario
46730,LOW,15,Public transport + Van - Uber/PickMe,630.61,0.454,79973.76,reference-derived scenario
46731,LOW,16,Public transport + 2 Vans - Uber/PickMe,646.05,0.547,140111.05,reference-derived scenario
46732,LOW,16,Public transport + 2 Vans - Uber/PickMe,34.0,0.54,9538.94,reference-derived scenario
46733,LOW,17,Public transport + 2 Vans - Uber/PickMe,572.33,0.584,109507.88,reference-derived scenario
46734,HIGH,13,Private driver + Van,663.74,0.0,117101.09,reference-derived scenario
46735,MID,12,Public transport + Van - Uber/PickMe,230.53,0.66,23435.02,reference-derived scenario
46736,HIGH,1,Public transport + Minivan - Uber/PickMe,840.44,0.695,32889.7,reference-derived scenario
46737,LOW,20,Public transport + 2 Vans - Uber/PickMe,529.38,0.488,112578.74,reference-derived scenario
46738,MID,18,2 Vans - Uber/PickMe,117.62,0.0,42489.48,reference-derived scenario
46739,MID,5,Van - Uber/PickMe,710.61,0.0,132871.65,reference-derived scenario
46740,MID,4,Minivan - Uber/PickMe,654.91,0.0,75930.8,reference-derived scenario
46741,MID,13,Van - Uber/PickMe,565.31,0.0,108710.82,reference-derived scenario
46742,HIGH,15,Public transport + Van - Uber/PickMe,938.12,0.886,82519.99,reference-derived scenario
46743,MID,10,Van - Uber/PickMe,320.42,0.0,62554.11,reference-derived scenario
46744,LOW,10,Public transport + Van - Uber/PickMe,343.71,0.377,45473.71,reference-derived scenario
46745,LOW,18,Public transport + 2 Vans - Uber/PickMe,139.8,0.477,32740.62,reference-derived scenario
46746,LOW,16,Public transport + 2 Vans - Uber/PickMe,335.69,0.592,67483.18,reference-derived scenario
46747,LOW,6,Public transport + Minivan - Uber/PickMe,346.6,0.578,26149.97,reference-derived scenario
46748,HIGH,6,Private driver + Minivan,115.64,0.0,13358.19,reference-derived scenario
46749,LOW,5,Public transport + Minivan - Uber/PickMe,892.97,0.793,40359.54,reference-derived scenario
46750,LOW,12,Public transport + Van - Uber/PickMe,270.88,0.778,22863.06,reference-derived scenario
46751,MID,12,Public transport + Van - Uber/PickMe,614.9,0.945,41660.59,reference-derived scenario
46752,LOW,14,Public transport + 2 Minivans - Uber/PickMe,147.62,0.414,28954.89,reference-derived scenario
46753,MID,10,Public transport + Van - Uber/PickMe,376.68,0.753,33990.33,reference-derived scenario
46754,LOW,12,Public transport + Van - Uber/PickMe,46.24,0.835,4963.54,reference-derived scenario
46755,LOW,6,Public transport + Van - Uber/PickMe,333.11,0.503,34499.52,reference-derived scenario
46756,LOW,8,Public transport + Van - Uber/PickMe,929.11,0.715,76496.83,reference-derived scenario
46757,LOW,6,Public transport + Van - Uber/PickMe,221.62,0.614,21936.09,reference-derived scenario
46758,LOW,20,Public transport + 2 Vans - Uber/PickMe,5.45,0.832,4309.56,reference-derived scenario
46759,LOW,14,Public transport + 2 Minivans - Uber/PickMe,665.91,0.611,90548.0,reference-derived scenario
46760,LOW,4,Public transport + Minivan - Uber/PickMe,377.82,0.714,20101.27,reference-derived scenario
46761,LOW,8,Public transport + Van - Uber/PickMe,578.49,0.359,78097.13,reference-derived scenario
46762,LOW,1,Public transport + Minivan - Uber/PickMe,219.76,0.817,5940.8,reference-derived scenario
46763,LOW,14,Public transport + 2 Minivans - Uber/PickMe,258.46,0.861,24066.96,reference-derived scenario
46764,MID,15,Public transport + Van - Uber/PickMe,739.23,0.68,75515.63,reference-derived scenario
46765,LOW,5,Public transport + Minivan - Uber/PickMe,418.51,0.565,29319.23,reference-derived scenario
46766,LOW,16,Public transport + 2 Vans - Uber/PickMe,541.47,0.808,68709.16,reference-derived scenario
46767,LOW,20,Public transport + 2 Vans - Uber/PickMe,350.29,0.527,74814.69,reference-derived scenario
46768,LOW,1,Public transport + Tuk/Taxi,55.03,0.578,2074.74,reference-derived scenario
46769,MID,3,Van - Uber/PickMe,562.72,0.0,100985.8,reference-derived scenario
46770,HIGH,7,Public transport + Minivan - Uber/PickMe,702.25,0.929,28444.55,reference-derived scenario
46771,HIGH,1,Minivan - Uber/PickMe,451.25,0.0,53819.99,reference-derived scenario
46772,LOW,9,Public transport + Van - Uber/PickMe,288.43,0.648,27242.85,reference-derived scenario
46773,MID,9,Public transport + Van - Uber/PickMe,627.31,0.534,67903.42,reference-derived scenario
46774,MID,6,Public transport + Minivan - Uber/PickMe,701.42,0.449,57937.0,reference-derived scenario
46775,MID,3,Public transport + Minivan - Uber/PickMe,18.29,0.695,1674.98,reference-derived scenario
46776,HIGH,11,Public transport + Van - Uber/PickMe,820.53,0.671,83686.4,reference-derived scenario
46777,MID,6,Public transport + Van - Uber/PickMe,158.21,0.892,8398.31,reference-derived scenario
46778,HIGH,6,Private driver + Minivan,78.79,0.0,10327.36,reference-derived scenario
46779,MID,10,Public transport + Van - Uber/PickMe,787.35,0.631,75065.63,reference-derived scenario
46780,HIGH,16,Private driver + 2 Vans,253.18,0.0,83631.52,reference-derived scenario
46781,HIGH,7,Public transport + Minivan - Uber/PickMe,926.07,0.698,60027.61,reference-derived scenario
46782,LOW,8,Public transport + Van - Uber/PickMe,918.92,0.649,87231.72,reference-derived scenario
46783,LOW,14,Public transport + 2 Minivans - Uber/PickMe,179.28,0.897,16838.47,reference-derived scenario
46784,MID,20,2 Vans - Uber/PickMe,467.05,0.0,159272.14,reference-derived scenario
46785,LOW,17,Public transport + 2 Vans - Uber/PickMe,336.61,0.948,34128.53,reference-derived scenario
46786,MID,18,Public transport + 2 Vans - Uber/PickMe,525.42,0.913,62235.81,reference-derived scenario
46787,LOW,8,Public transport + Van - Uber/PickMe,563.5,0.441,63375.83,reference-derived scenario
46788,MID,3,Public transport + Van - Uber/PickMe,99.67,0.834,5976.88,reference-derived scenario
46789,MID,1,Public transport + Minivan - Uber/PickMe,456.54,0.823,11736.2,reference-derived scenario
46790,MID,13,Van - Uber/PickMe,114.06,0.0,23269.47,reference-derived scenario
46791,LOW,14,Public transport + 2 Minivans - Uber/PickMe,169.03,0.464,31315.71,reference-derived scenario
46792,LOW,13,Public transport + Van - Uber/PickMe,5.57,0.627,2349.66,reference-derived scenario
46793,MID,11,Public transport + Van - Uber/PickMe,751.59,0.494,87579.47,reference-derived scenario
46794,LOW,12,Public transport + Van - Uber/PickMe,553.8,0.384,79664.35,reference-derived scenario
46795,LOW,8,Public transport + Van - Uber/PickMe,737.16,0.794,46062.36,reference-derived scenario
46796,LOW,14,Public transport + 2 Minivans - Uber/PickMe,309.32,0.421,55492.25,reference-derived scenario
46797,HIGH,4,Van - Uber/PickMe,168.04,0.0,32779.49,reference-derived scenario
46798,LOW,2,Public transport + Van - Uber/PickMe,132.27,0.799,7389.26,reference-derived scenario
46799,MID,6,Minivan - Uber/PickMe,636.94,0.0,78523.3,reference-derived scenario
46800,HIGH,7,Van - Uber/PickMe,630.33,0.0,121521.88,reference-derived scenario
46801,LOW,5,Public transport + Minivan - Uber/PickMe,501.72,0.779,24468.03,reference-derived scenario
46802,LOW,13,Public transport + Van - Uber/PickMe,109.44,0.696,11703.53,reference-derived scenario
46803,MID,2,Public transport + Tuk/Taxi,457.07,0.464,23132.24,reference-derived scenario
46804,MID,15,Van - Uber/PickMe,359.02,0.0,59765.25,reference-derived scenario
46805,HIGH,13,Van - Uber/PickMe,526.05,0.0,100889.77,reference-derived scenario
46806,LOW,5,Public transport + Minivan - Uber/PickMe,678.83,0.442,49414.16,reference-derived scenario
46807,MID,6,Public transport + Minivan - Uber/PickMe,786.61,0.715,42582.66,reference-derived scenario
46808,LOW,13,Public transport + Van - Uber/PickMe,542.91,0.945,35983.28,reference-derived scenario
46809,LOW,10,Public transport + Van - Uber/PickMe,883.84,0.905,54908.17,reference-derived scenario
46810,HIGH,10,Van - Uber/PickMe,910.3,0.0,169882.22,reference-derived scenario
46811,LOW,16,Public transport + 2 Vans - Uber/PickMe,117.08,0.659,23869.65,reference-derived scenario
46812,MID,3,Public transport + Tuk/Taxi,671.02,0.849,15049.95,reference-derived scenario
46813,MID,16,2 Vans - Uber/PickMe,582.78,0.0,191686.75,reference-derived scenario
46814,MID,18,2 Vans - Uber/PickMe,211.88,0.0,72654.89,reference-derived scenario
46815,MID,9,Van - Uber/PickMe,237.08,0.0,42247.42,reference-derived scenario
46816,LOW,19,Public transport + 2 Vans - Uber/PickMe,472.64,0.48,114507.94,reference-derived scenario
46817,MID,7,Minivan - Uber/PickMe,628.06,0.0,70411.33,reference-derived scenario
46818,MID,10,Van - Uber/PickMe,778.14,0.0,142026.36,reference-derived scenario
46819,MID,14,2 Minivans - Uber/PickMe,199.46,0.0,53900.93,reference-derived scenario
46820,LOW,6,Public transport + Van - Uber/PickMe,521.98,0.518,56200.56,reference-derived scenario
46821,MID,6,Van - Uber/PickMe,806.91,0.0,144309.15,reference-derived scenario
46822,LOW,20,Public transport + 2 Vans - Uber/PickMe,531.97,0.869,70897.84,reference-derived scenario
46823,MID,14,Public transport + 2 Minivans - Uber/PickMe,652.35,0.614,91759.22,reference-derived scenario
46824,MID,4,Minivan - Uber/PickMe,890.6,0.0,99325.1,reference-derived scenario
46825,HIGH,16,Public transport + 2 Vans - Uber/PickMe,641.31,0.508,134395.56,reference-derived scenario
46826,LOW,18,Public transport + 2 Vans - Uber/PickMe,563.43,0.731,83808.25,reference-derived scenario
46827,MID,17,Public transport + 2 Vans - Uber/PickMe,696.76,0.475,159886.46,reference-derived scenario
46828,MID,20,2 Vans - Uber/PickMe,530.24,0.0,182149.84,reference-derived scenario
46829,MID,2,Minivan - Uber/PickMe,764.95,0.0,88523.9,reference-derived scenario
46830,MID,19,2 Vans - Uber/PickMe,729.99,0.0,282010.2,reference-derived scenario
46831,LOW,6,Public transport + Minivan - Uber/PickMe,883.53,0.438,74228.5,reference-derived scenario
46832,LOW,16,Public transport + 2 Vans - Uber/PickMe,854.85,0.529,189937.32,reference-derived scenario
46833,LOW,17,Public transport + 2 Vans - Uber/PickMe,374.19,0.73,59543.32,reference-derived scenario
46834,MID,12,Van - Uber/PickMe,41.19,0.0,9064.21,reference-derived scenario
46835,MID,3,Van - Uber/PickMe,334.23,0.0,65197.48,reference-derived scenario
46836,HIGH,1,Private driver + Car,541.04,0.0,79130.49,reference-derived scenario
46837,MID,10,Public transport + Van - Uber/PickMe,255.36,0.706,23684.91,reference-derived scenario
46838,LOW,8,Public transport + Van - Uber/PickMe,750.3,0.736,58176.23,reference-derived scenario
46839,LOW,6,Public transport + Van - Uber/PickMe,420.92,0.428,52115.91,reference-derived scenario
46840,LOW,8,Public transport + Van - Uber/PickMe,499.38,0.632,49568.33,reference-derived scenario
46841,HIGH,2,Public transport + Minivan - Uber/PickMe,286.3,0.763,11854.12,reference-derived scenario
46842,MID,18,2 Vans - Uber/PickMe,210.45,0.0,76339.24,reference-derived scenario
46843,LOW,10,Public transport + Van - Uber/PickMe,741.99,0.712,63225.01,reference-derived scenario
46844,MID,19,2 Vans - Uber/PickMe,457.11,0.0,150667.82,reference-derived scenario
46845,HIGH,13,Public transport + Van - Uber/PickMe,60.06,0.4,9920.7,reference-derived scenario
46846,MID,9,Van - Uber/PickMe,627.24,0.0,115435.02,reference-derived scenario
46847,MID,5,Public transport + Minivan - Uber/PickMe,727.39,0.765,37303.58,reference-derived scenario
46848,HIGH,7,Public transport + Minivan - Uber/PickMe,834.21,0.715,53281.33,reference-derived scenario
46849,MID,3,Van - Uber/PickMe,72.13,0.0,13095.55,reference-derived scenario
46850,MID,7,Minivan - Uber/PickMe,700.63,0.0,81665.03,reference-derived scenario
46851,LOW,17,Public transport + 2 Vans - Uber/PickMe,913.37,0.83,120743.91,reference-derived scenario
46852,MID,6,Van - Uber/PickMe,296.58,0.0,52648.41,reference-derived scenario
46853,MID,15,Van - Uber/PickMe,83.24,0.0,15098.61,reference-derived scenario
46854,MID,2,Minivan - Uber/PickMe,303.08,0.0,40228.24,reference-derived scenario
46855,MID,13,Van - Uber/PickMe,528.37,0.0,88155.3,reference-derived scenario
46856,MID,6,Minivan - Uber/PickMe,420.84,0.0,55310.28,reference-derived scenario
46857,MID,8,Van - Uber/PickMe,671.26,0.0,114614.19,reference-derived scenario
46858,HIGH,6,Private driver + Minivan,948.91,0.0,116670.52,reference-derived scenario
46859,LOW,17,Public transport + 2 Vans - Uber/PickMe,59.42,0.502,15756.96,reference-derived scenario
46860,MID,14,Public transport + 2 Minivans - Uber/PickMe,620.27,0.603,87097.57,reference-derived scenario
46861,LOW,2,Public transport + Van - Uber/PickMe,119.45,0.692,8875.82,reference-derived scenario
46862,HIGH,13,Public transport + Van - Uber/PickMe,453.85,0.884,38231.44,reference-derived scenario
46863,MID,15,Van - Uber/PickMe,651.24,0.0,112241.6,reference-derived scenario
46864,HIGH,6,Public transport + Van - Uber/PickMe,441.72,0.48,47632.53,reference-derived scenario
46865,HIGH,5,Public transport + Van - Uber/PickMe,715.29,0.903,26833.13,reference-derived scenario
46866,LOW,10,Public transport + Van - Uber/PickMe,454.05,0.549,47968.2,reference-derived scenario
46867,HIGH,9,Public transport + Van - Uber/PickMe,183.37,0.773,15529.98,reference-derived scenario
46868,MID,17,Public transport + 2 Vans - Uber/PickMe,628.24,0.903,69128.06,reference-derived scenario
46869,HIGH,18,2 Vans - Uber/PickMe,878.26,0.0,334908.22,reference-derived scenario
46870,LOW,20,Public transport + 2 Vans - Uber/PickMe,531.44,0.394,137461.99,reference-derived scenario
46871,MID,8,Public transport + Van - Uber/PickMe,545.15,0.468,63902.25,reference-derived scenario
46872,MID,4,Public transport + Van - Uber/PickMe,575.08,0.801,32761.75,reference-derived scenario
46873,LOW,13,Public transport + Van - Uber/PickMe,555.62,0.46,69335.23,reference-derived scenario
46874,LOW,11,Public transport + Van - Uber/PickMe,798.51,0.902,53595.03,reference-derived scenario
46875,LOW,17,Public transport + 2 Vans - Uber/PickMe,626.86,0.871,73403.28,reference-derived scenario
46876,MID,17,2 Vans - Uber/PickMe,504.62,0.0,192136.9,reference-derived scenario
46877,LOW,4,Public transport + Van - Uber/PickMe,786.94,0.545,79051.56,reference-derived scenario
46878,HIGH,16,2 Vans - Uber/PickMe,195.85,0.0,76796.23,reference-derived scenario
46879,LOW,1,Public transport + Van - Uber/PickMe,271.15,0.943,5021.12,reference-derived scenario
46880,LOW,5,Public transport + Van - Uber/PickMe,518.52,0.406,56338.75,reference-derived scenario
46881,MID,4,Public transport + Minivan - Uber/PickMe,732.55,0.388,58576.44,reference-derived scenario
46882,HIGH,10,Public transport + Van - Uber/PickMe,250.39,0.528,30949.28,reference-derived scenario
46883,MID,1,Public transport + Tuk/Taxi,452.02,0.679,13971.14,reference-derived scenario
46884,LOW,4,Public transport + Van - Uber/PickMe,191.63,0.547,17383.88,reference-derived scenario
46885,LOW,5,Public transport + Minivan - Uber/PickMe,68.48,0.707,4383.53,reference-derived scenario
46886,LOW,3,Public transport + Tuk/Taxi,243.99,0.535,12001.43,reference-derived scenario
46887,MID,5,Public transport + Minivan - Uber/PickMe,577.85,0.652,32249.09,reference-derived scenario
46888,MID,8,Van - Uber/PickMe,229.81,0.0,39873.24,reference-derived scenario
46889,LOW,2,Public transport + Minivan - Uber/PickMe,767.49,0.744,29441.83,reference-derived scenario
46890,HIGH,12,Private driver + Van,539.55,0.0,98770.92,reference-derived scenario
46891,MID,11,Public transport + Van - Uber/PickMe,354.24,0.749,30841.51,reference-derived scenario
46892,HIGH,19,2 Vans - Uber/PickMe,350.88,0.0,137213.63,reference-derived scenario
46893,MID,14,Public transport + 2 Minivans - Uber/PickMe,801.57,0.635,112924.77,reference-derived scenario
46894,HIGH,2,Public transport + Tuk/Taxi,722.89,0.469,31851.41,reference-derived scenario
46895,HIGH,9,Private driver + Van,803.15,0.0,136771.1,reference-derived scenario
46896,MID,17,Public transport + 2 Vans - Uber/PickMe,754.07,0.414,170202.69,reference-derived scenario
46897,MID,14,2 Minivans - Uber/PickMe,348.2,0.0,84601.44,reference-derived scenario
46898,HIGH,8,Public transport + Van - Uber/PickMe,576.22,0.689,46506.37,reference-derived scenario
46899,MID,3,Minivan - Uber/PickMe,625.24,0.0,76066.49,reference-derived scenario
46900,MID,1,Tuk/Taxi - Uber/PickMe,151.31,0.0,12881.0,reference-derived scenario
46901,HIGH,15,Van - Uber/PickMe,340.43,0.0,65910.39,reference-derived scenario
46902,HIGH,14,Private driver + 2 Minivans,345.8,0.0,78880.69,reference-derived scenario
46903,LOW,3,Public transport + Tuk/Taxi,391.58,0.524,17567.97,reference-derived scenario
46904,MID,12,Public transport + Van - Uber/PickMe,376.48,0.784,34062.4,reference-derived scenario
46905,LOW,11,Public transport + Van - Uber/PickMe,571.17,0.562,65718.27,reference-derived scenario
46906,LOW,1,Public transport + Tuk/Taxi,925.64,0.714,25057.97,reference-derived scenario
46907,LOW,13,Public transport + Van - Uber/PickMe,257.54,0.861,20361.19,reference-derived scenario
46908,MID,17,2 Vans - Uber/PickMe,496.09,0.0,164618.06,reference-derived scenario
46909,MID,18,2 Vans - Uber/PickMe,392.15,0.0,134949.8,reference-derived scenario
46910,MID,16,Public transport + 2 Vans - Uber/PickMe,922.32,0.471,203932.45,reference-derived scenario
46911,LOW,3,Public transport + Tuk/Taxi,718.42,0.813,17753.89,reference-derived scenario
46912,LOW,13,Public transport + Van - Uber/PickMe,849.94,0.731,72712.33,reference-derived scenario
46913,LOW,9,Public transport + Van - Uber/PickMe,816.16,0.814,55568.14,reference-derived scenario
46914,LOW,5,Public transport + Van - Uber/PickMe,255.13,0.869,12174.13,reference-derived scenario
46915,LOW,14,Public transport + 2 Minivans - Uber/PickMe,861.47,0.826,80848.0,reference-derived scenario
46916,MID,7,Minivan - Uber/PickMe,342.25,0.0,45338.47,reference-derived scenario
46917,LOW,7,Public transport + Van - Uber/PickMe,589.77,0.943,27818.55,reference-derived scenario
46918,MID,7,Public transport + Minivan - Uber/PickMe,659.23,0.473,51737.76,reference-derived scenario
46919,LOW,5,Public transport + Minivan - Uber/PickMe,492.81,0.575,33191.86,reference-derived scenario
46920,HIGH,12,Private driver + Van,168.38,0.0,29499.77,reference-derived scenario
46921,HIGH,16,2 Vans - Uber/PickMe,711.22,0.0,265379.26,reference-derived scenario
46922,LOW,14,Public transport + 2 Minivans - Uber/PickMe,231.8,0.845,22819.2,reference-derived scenario
46923,LOW,19,Public transport + 2 Vans - Uber/PickMe,33.43,0.665,9854.77,reference-derived scenario
46924,HIGH,2,Van - Uber/PickMe,539.4,0.0,102354.73,reference-derived scenario
46925,LOW,16,Public transport + 2 Vans - Uber/PickMe,816.09,0.85,93985.02,reference-derived scenario
46926,MID,20,Public transport + 2 Vans - Uber/PickMe,947.12,0.711,156629.4,reference-derived scenario
46927,LOW,15,Public transport + Van - Uber/PickMe,540.8,0.941,44606.33,reference-derived scenario
46928,LOW,20,Public transport + 2 Vans - Uber/PickMe,95.46,0.458,25180.83,reference-derived scenario
46929,LOW,17,Public transport + 2 Vans - Uber/PickMe,500.86,0.807,64914.15,reference-derived scenario
46930,LOW,8,Public transport + Van - Uber/PickMe,790.4,0.72,56709.33,reference-derived scenario
46931,LOW,19,Public transport + 2 Vans - Uber/PickMe,75.09,0.373,24119.97,reference-derived scenario
46932,LOW,7,Public transport + Van - Uber/PickMe,82.65,0.858,6477.93,reference-derived scenario
46933,LOW,4,Public transport + Van - Uber/PickMe,459.38,0.38,57518.83,reference-derived scenario
46934,MID,13,Public transport + Van - Uber/PickMe,41.34,0.845,5267.21,reference-derived scenario
46935,HIGH,5,Public transport + Minivan - Uber/PickMe,438.62,0.861,18237.13,reference-derived scenario
46936,LOW,5,Public transport + Van - Uber/PickMe,724.0,0.885,30516.67,reference-derived scenario
46937,MID,8,Public transport + Van - Uber/PickMe,687.18,0.931,36714.71,reference-derived scenario
46938,MID,2,Public transport + Tuk/Taxi,334.05,0.784,9032.93,reference-derived scenario
46939,MID,7,Public transport + Van - Uber/PickMe,273.98,0.648,24989.09,reference-derived scenario
46940,MID,15,Van - Uber/PickMe,918.26,0.0,168453.31,reference-derived scenario
46941,HIGH,4,Private driver + Car,594.38,0.0,89486.51,reference-derived scenario
46942,LOW,11,Public transport + Van - Uber/PickMe,802.67,0.857,60070.43,reference-derived scenario
46943,HIGH,4,Private driver + Car,17.38,0.0,2557.24,reference-derived scenario
46944,MID,9,Van - Uber/PickMe,399.39,0.0,72966.34,reference-derived scenario
46945,LOW,4,Public transport + Minivan - Uber/PickMe,161.72,0.573,11361.2,reference-derived scenario
46946,MID,9,Public transport + Van - Uber/PickMe,58.75,0.763,6493.05,reference-derived scenario
46947,MID,7,Minivan - Uber/PickMe,601.86,0.0,78170.36,reference-derived scenario
46948,MID,19,2 Vans - Uber/PickMe,863.68,0.0,290162.18,reference-derived scenario
46949,LOW,20,Public transport + 2 Vans - Uber/PickMe,127.22,0.731,23665.43,reference-derived scenario
46950,LOW,2,Public transport + Minivan - Uber/PickMe,646.53,0.74,23687.09,reference-derived scenario
46951,MID,17,2 Vans - Uber/PickMe,595.07,0.0,216961.27,reference-derived scenario
46952,LOW,6,Public transport + Minivan - Uber/PickMe,583.91,0.475,49295.69,reference-derived scenario
46953,LOW,3,Public transport + Van - Uber/PickMe,530.2,0.549,49387.63,reference-derived scenario
46954,LOW,1,Public transport + Tuk/Taxi,126.93,0.829,2365.75,reference-derived scenario
46955,LOW,16,Public transport + 2 Vans - Uber/PickMe,715.21,0.762,101409.47,reference-derived scenario
46956,LOW,10,Public transport + Van - Uber/PickMe,707.11,0.534,70922.98,reference-derived scenario
46957,LOW,6,Public transport + Minivan - Uber/PickMe,231.78,0.607,14611.86,reference-derived scenario
46958,HIGH,11,Van - Uber/PickMe,566.17,0.0,101217.88,reference-derived scenario
