record_id,region,region_cost_index,budget_level,accommodation_type,travellers,rooms,nightly_price_lkr,data_origin
35092,Southern Province,1.2,LOW,Budget guesthouse,15,8,7720.36,reference-derived scenario
35093,North Western Province,1.03,LOW,Hostel / dorm,3,2,2468.29,reference-derived scenario
35094,Western Province,1.18,HIGH,Boutique guesthouse,16,8,31538.77,reference-derived scenario
35095,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,3,2,5575.84,reference-derived scenario
35096,Northern Province,1.0,MID,Homestay,12,6,4268.49,reference-derived scenario
35097,Southern Province,1.2,LOW,Homestay,19,10,6012.7,reference-derived scenario
35098,North Western Province,1.03,LOW,Budget guesthouse,10,5,5036.93,reference-derived scenario
35099,Cultural Triangle / North Central,1.05,HIGH,Luxury / 4-star hotel,3,2,41596.5,reference-derived scenario
35100,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,12,6,3140.04,reference-derived scenario
35101,Western Province,1.18,HIGH,Boutique hotel / villa,17,9,51449.26,reference-derived scenario
35102,Southern Province,1.2,HIGH,Luxury / 5-star hotel,3,2,91270.62,reference-derived scenario
35103,Southern Province,1.2,MID,Serviced apartment,8,4,25512.92,reference-derived scenario
35104,Eastern Province,1.02,MID,Budget hotel / 1-2 star,5,3,7014.7,reference-derived scenario
35105,Southern Province,1.2,MID,Budget hotel / 1-2 star,12,6,10738.23,reference-derived scenario
35106,Southern Province,1.2,LOW,Hostel / dorm,6,3,3015.5,reference-derived scenario
35107,Western Province,1.18,LOW,Hostel / dorm,7,4,2765.91,reference-derived scenario
35108,North Western Province,1.03,MID,Budget guesthouse,2,1,5020.35,reference-derived scenario
35109,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,3,2,6547.19,reference-derived scenario
35110,North Western Province,1.03,MID,Hostel / dorm,4,2,2399.89,reference-derived scenario
35111,Western Province,1.18,HIGH,Luxury / 4-star hotel,4,2,35944.1,reference-derived scenario
35112,Cultural Triangle / North Central,1.05,MID,Homestay,14,7,3878.94,reference-derived scenario
35113,Cultural Triangle / North Central,1.05,HIGH,Luxury resort,14,7,71334.21,reference-derived scenario
35114,Eastern Province,1.02,MID,Homestay,15,8,5138.62,reference-derived scenario
35115,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,20,10,7785.58,reference-derived scenario
35116,Western Province,1.18,HIGH,Mid-range villa,11,6,24838.55,reference-derived scenario
35117,Southern Province,1.2,LOW,Budget hotel / 1-2 star,12,6,8550.19,reference-derived scenario
35118,Upcountry / Central Highlands,1.08,HIGH,Luxury resort,20,10,91148.26,reference-derived scenario
35119,Eastern Province,1.02,MID,Hostel / dorm,12,6,2781.05,reference-derived scenario
35120,Uva Province,1.02,LOW,Hostel / dorm,4,2,3060.89,reference-derived scenario
35121,Northern Province,1.0,LOW,Budget guesthouse,20,10,6451.61,reference-derived scenario
35122,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,9,5,5874.8,reference-derived scenario
35123,North Western Province,1.03,MID,Serviced apartment,16,8,16400.09,reference-derived scenario
35124,Eastern Province,1.02,MID,Boutique guesthouse,10,5,25556.02,reference-derived scenario
35125,Southern Province,1.2,LOW,Budget guesthouse,16,8,7381.6,reference-derived scenario
35126,North Western Province,1.03,MID,Hostel / dorm,16,8,2484.26,reference-derived scenario
35127,Western Province,1.18,MID,Budget guesthouse,19,10,6070.35,reference-derived scenario
35128,Upcountry / Central Highlands,1.08,MID,Serviced apartment,14,7,17741.39,reference-derived scenario
35129,Northern Province,1.0,MID,Budget guesthouse,4,2,6546.85,reference-derived scenario
35130,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,4,2,2467.05,reference-derived scenario
35131,Cultural Triangle / North Central,1.05,MID,Boutique guesthouse,14,7,24436.14,reference-derived scenario
35132,Eastern Province,1.02,MID,Mid-range villa,9,5,19922.22,reference-derived scenario
35133,Northern Province,1.0,MID,Serviced apartment,17,9,17124.24,reference-derived scenario
35134,Eastern Province,1.02,HIGH,Mid-range villa,11,6,15488.03,reference-derived scenario
35135,Uva Province,1.02,LOW,Homestay,20,10,5071.47,reference-derived scenario
35136,Sabaragamuwa Province,1.0,MID,Serviced apartment,13,7,21801.75,reference-derived scenario
35137,North Western Province,1.03,MID,Budget hotel / 1-2 star,20,10,9664.59,reference-derived scenario
35138,Cultural Triangle / North Central,1.05,MID,Mid-range hotel / 3-star,18,9,16971.11,reference-derived scenario
35139,Southern Province,1.2,HIGH,Mid-range villa,18,9,24163.73,reference-derived scenario
35140,Upcountry / Central Highlands,1.08,HIGH,Private villa,14,7,65927.65,reference-derived scenario
35141,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,8,4,2165.83,reference-derived scenario
35142,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,7,4,5760.69,reference-derived scenario
35143,Southern Province,1.2,HIGH,Mid-range villa,17,9,22181.11,reference-derived scenario
35144,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,3,2,9084.39,reference-derived scenario
35145,Northern Province,1.0,LOW,Homestay,16,8,4100.55,reference-derived scenario
35146,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,20,10,4674.76,reference-derived scenario
35147,Sabaragamuwa Province,1.0,MID,Mid-range villa,4,2,18706.03,reference-derived scenario
35148,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,11,6,8483.26,reference-derived scenario
35149,Northern Province,1.0,LOW,Budget hotel / 1-2 star,1,1,9121.76,reference-derived scenario
35150,Western Province,1.18,LOW,Hostel / dorm,8,4,3206.69,reference-derived scenario
35151,Western Province,1.18,LOW,Budget guesthouse,6,3,5391.42,reference-derived scenario
35152,Eastern Province,1.02,MID,Boutique guesthouse,2,1,24708.6,reference-derived scenario
35153,Uva Province,1.02,MID,Hostel / dorm,11,6,2417.92,reference-derived scenario
35154,Sabaragamuwa Province,1.0,HIGH,Boutique hotel / villa,15,8,41755.79,reference-derived scenario
35155,Cultural Triangle / North Central,1.05,MID,Budget hotel / 1-2 star,15,8,7701.86,reference-derived scenario
35156,Northern Province,1.0,LOW,Homestay,15,8,5290.16,reference-derived scenario
35157,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,18,9,2435.72,reference-derived scenario
35158,Uva Province,1.02,MID,Budget guesthouse,3,2,6675.23,reference-derived scenario
35159,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,16,8,8878.1,reference-derived scenario
35160,Northern Province,1.0,MID,Serviced apartment,14,7,21362.18,reference-derived scenario
35161,Southern Province,1.2,MID,Boutique guesthouse,7,4,23451.6,reference-derived scenario
35162,Uva Province,1.02,MID,Mid-range hotel / 3-star,10,5,14854.8,reference-derived scenario
35163,Western Province,1.18,MID,Boutique guesthouse,5,3,21845.74,reference-derived scenario
35164,Cultural Triangle / North Central,1.05,MID,Homestay,7,4,4471.33,reference-derived scenario
35165,Northern Province,1.0,LOW,Hostel / dorm,1,1,2814.98,reference-derived scenario
35166,Western Province,1.18,HIGH,Serviced apartment,3,2,20137.22,reference-derived scenario
35167,Cultural Triangle / North Central,1.05,HIGH,Luxury / 4-star hotel,1,1,44714.25,reference-derived scenario
35168,North Western Province,1.03,MID,Mid-range villa,5,3,22089.22,reference-derived scenario
35169,Southern Province,1.2,HIGH,Boutique hotel / villa,10,5,60695.33,reference-derived scenario
35170,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,18,9,3008.44,reference-derived scenario
35171,Eastern Province,1.02,LOW,Budget guesthouse,19,10,5208.8,reference-derived scenario
35172,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,2,1,9248.38,reference-derived scenario
35173,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,7,4,9015.02,reference-derived scenario
35174,Eastern Province,1.02,HIGH,Boutique hotel / villa,7,4,42227.66,reference-derived scenario
35175,Eastern Province,1.02,LOW,Budget guesthouse,5,3,5623.93,reference-derived scenario
35176,Uva Province,1.02,LOW,Budget guesthouse,6,3,5681.25,reference-derived scenario
35177,Northern Province,1.0,LOW,Homestay,18,9,3933.05,reference-derived scenario
35178,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,15,8,7715.94,reference-derived scenario
35179,Uva Province,1.02,HIGH,Private villa,10,5,51681.49,reference-derived scenario
35180,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,14,7,6780.78,reference-derived scenario
35181,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,17,9,6864.44,reference-derived scenario
35182,North Western Province,1.03,LOW,Budget hotel / 1-2 star,7,4,8388.29,reference-derived scenario
35183,Cultural Triangle / North Central,1.05,LOW,Homestay,20,10,4367.96,reference-derived scenario
35184,Northern Province,1.0,HIGH,Serviced apartment,15,8,16799.22,reference-derived scenario
35185,Upcountry / Central Highlands,1.08,MID,Mid-range hotel / 3-star,9,5,14891.45,reference-derived scenario
35186,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,20,10,10455.71,reference-derived scenario
35187,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,10,5,9758.31,reference-derived scenario
35188,Northern Province,1.0,MID,Budget guesthouse,8,4,5440.1,reference-derived scenario
35189,Cultural Triangle / North Central,1.05,MID,Serviced apartment,8,4,18711.06,reference-derived scenario
35190,Western Province,1.18,LOW,Budget guesthouse,4,2,7797.57,reference-derived scenario
35191,Upcountry / Central Highlands,1.08,LOW,Homestay,6,3,5405.64,reference-derived scenario
35192,Uva Province,1.02,MID,Budget hotel / 1-2 star,13,7,9951.12,reference-derived scenario
35193,Cultural Triangle / North Central,1.05,MID,Serviced apartment,3,2,17876.48,reference-derived scenario
35194,Northern Province,1.0,MID,Budget hotel / 1-2 star,15,8,8931.65,reference-derived scenario
35195,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,14,7,2770.45,reference-derived scenario
35196,Western Province,1.18,HIGH,Serviced apartment,18,9,24434.29,reference-derived scenario
35197,Upcountry / Central Highlands,1.08,MID,Budget guesthouse,17,9,6697.88,reference-derived scenario
35198,Southern Province,1.2,HIGH,Luxury / 4-star hotel,16,8,41455.27,reference-derived scenario
35199,Uva Province,1.02,MID,Boutique guesthouse,10,5,24752.35,reference-derived scenario
35200,Western Province,1.18,MID,Homestay,7,4,5299.77,reference-derived scenario
35201,Western Province,1.18,LOW,Budget hotel / 1-2 star,2,1,9880.97,reference-derived scenario
35202,North Western Province,1.03,LOW,Budget hotel / 1-2 star,10,5,6843.29,reference-derived scenario
35203,North Western Province,1.03,LOW,Budget hotel / 1-2 star,20,10,8074.7,reference-derived scenario
35204,Upcountry / Central Highlands,1.08,MID,Budget hotel / 1-2 star,16,8,8335.2,reference-derived scenario
35205,Southern Province,1.2,MID,Mid-range hotel / 3-star,18,9,17087.46,reference-derived scenario
35206,North Western Province,1.03,HIGH,Luxury / 4-star hotel,18,9,40528.26,reference-derived scenario
35207,Western Province,1.18,MID,Homestay,3,2,4401.21,reference-derived scenario
35208,Uva Province,1.02,LOW,Hostel / dorm,14,7,2978.18,reference-derived scenario
35209,Cultural Triangle / North Central,1.05,MID,Mid-range hotel / 3-star,2,1,13121.71,reference-derived scenario
35210,Eastern Province,1.02,MID,Mid-range villa,6,3,20209.67,reference-derived scenario
35211,Northern Province,1.0,MID,Boutique guesthouse,18,9,25219.75,reference-derived scenario
35212,Northern Province,1.0,LOW,Hostel / dorm,17,9,2255.93,reference-derived scenario
35213,Sabaragamuwa Province,1.0,MID,Mid-range hotel / 3-star,16,8,14755.2,reference-derived scenario
35214,Cultural Triangle / North Central,1.05,MID,Boutique guesthouse,20,10,27644.84,reference-derived scenario
35215,Eastern Province,1.02,MID,Mid-range villa,4,2,15867.18,reference-derived scenario
35216,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,2,1,6997.85,reference-derived scenario
35217,Sabaragamuwa Province,1.0,MID,Budget hotel / 1-2 star,20,10,8215.05,reference-derived scenario
35218,Uva Province,1.02,MID,Mid-range hotel / 3-star,11,6,15454.08,reference-derived scenario
35219,Upcountry / Central Highlands,1.08,MID,Serviced apartment,3,2,17041.23,reference-derived scenario
35220,Eastern Province,1.02,LOW,Hostel / dorm,5,3,2367.71,reference-derived scenario
35221,Cultural Triangle / North Central,1.05,MID,Budget hotel / 1-2 star,17,9,9633.05,reference-derived scenario
35222,Northern Province,1.0,LOW,Budget hotel / 1-2 star,14,7,8996.3,reference-derived scenario
35223,Cultural Triangle / North Central,1.05,HIGH,Boutique hotel / villa,13,7,57019.63,reference-derived scenario
35224,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,1,1,5136.02,reference-derived scenario
35225,Cultural Triangle / North Central,1.05,HIGH,Mid-range hotel / 3-star,11,6,18226.26,reference-derived scenario
35226,Southern Province,1.2,LOW,Homestay,5,3,6002.56,reference-derived scenario
35227,Sabaragamuwa Province,1.0,HIGH,Mid-range hotel / 3-star,13,7,14436.51,reference-derived scenario
35228,North Western Province,1.03,MID,Mid-range hotel / 3-star,3,2,13079.69,reference-derived scenario
35229,Western Province,1.18,HIGH,Boutique hotel / villa,10,5,62241.23,reference-derived scenario
35230,Southern Province,1.2,MID,Budget guesthouse,4,2,5448.61,reference-derived scenario
35231,Western Province,1.18,MID,Budget guesthouse,8,4,6652.34,reference-derived scenario
35232,Western Province,1.18,MID,Homestay,15,8,4961.04,reference-derived scenario
35233,Eastern Province,1.02,LOW,Hostel / dorm,9,5,2778.01,reference-derived scenario
35234,Northern Province,1.0,LOW,Homestay,6,3,4780.62,reference-derived scenario
35235,Northern Province,1.0,LOW,Budget hotel / 1-2 star,7,4,7534.52,reference-derived scenario
35236,Northern Province,1.0,MID,Homestay,4,2,5408.36,reference-derived scenario
35237,Cultural Triangle / North Central,1.05,MID,Mid-range hotel / 3-star,4,2,15413.85,reference-derived scenario
35238,Eastern Province,1.02,HIGH,Luxury resort,14,7,77711.73,reference-derived scenario
35239,Eastern Province,1.02,MID,Mid-range hotel / 3-star,17,9,15294.0,reference-derived scenario
35240,Cultural Triangle / North Central,1.05,MID,Boutique guesthouse,6,3,20348.14,reference-derived scenario
35241,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,13,7,2419.06,reference-derived scenario
35242,Western Province,1.18,LOW,Hostel / dorm,11,6,2990.31,reference-derived scenario
35243,Eastern Province,1.02,HIGH,Luxury resort,13,7,90644.1,reference-derived scenario
35244,Southern Province,1.2,MID,Mid-range hotel / 3-star,18,9,19662.4,reference-derived scenario
35245,Western Province,1.18,MID,Homestay,4,2,6020.9,reference-derived scenario
35246,North Western Province,1.03,MID,Boutique guesthouse,16,8,27144.06,reference-derived scenario
35247,North Western Province,1.03,LOW,Budget hotel / 1-2 star,5,3,7914.07,reference-derived scenario
35248,Eastern Province,1.02,MID,Budget guesthouse,11,6,5530.34,reference-derived scenario
35249,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,2,1,3047.48,reference-derived scenario
35250,Sabaragamuwa Province,1.0,HIGH,Luxury / 4-star hotel,7,4,33229.49,reference-derived scenario
35251,Uva Province,1.02,MID,Serviced apartment,1,1,18392.94,reference-derived scenario
35252,Western Province,1.18,LOW,Homestay,6,3,5946.75,reference-derived scenario
35253,Eastern Province,1.02,HIGH,Luxury / 5-star hotel,1,1,69767.41,reference-derived scenario
35254,Uva Province,1.02,MID,Hostel / dorm,7,4,2583.86,reference-derived scenario
35255,North Western Province,1.03,LOW,Budget guesthouse,15,8,6458.64,reference-derived scenario
35256,Uva Province,1.02,LOW,Budget guesthouse,12,6,4823.56,reference-derived scenario
35257,Western Province,1.18,LOW,Hostel / dorm,11,6,3081.79,reference-derived scenario
35258,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,10,5,6586.94,reference-derived scenario
35259,Southern Province,1.2,MID,Serviced apartment,1,1,25954.7,reference-derived scenario
35260,Northern Province,1.0,MID,Mid-range villa,2,1,21168.42,reference-derived scenario
35261,Western Province,1.18,HIGH,Luxury resort,2,1,88060.17,reference-derived scenario
35262,North Western Province,1.03,MID,Budget guesthouse,2,1,4953.82,reference-derived scenario
35263,North Western Province,1.03,MID,Serviced apartment,12,6,19257.72,reference-derived scenario
35264,Cultural Triangle / North Central,1.05,MID,Budget guesthouse,17,9,6018.95,reference-derived scenario
35265,Southern Province,1.2,HIGH,Boutique hotel / villa,10,5,59205.44,reference-derived scenario
35266,Uva Province,1.02,MID,Hostel / dorm,10,5,2463.53,reference-derived scenario
35267,Northern Province,1.0,MID,Mid-range villa,6,3,21037.45,reference-derived scenario
35268,Sabaragamuwa Province,1.0,HIGH,Serviced apartment,2,1,19671.59,reference-derived scenario
35269,North Western Province,1.03,MID,Homestay,17,9,4292.53,reference-derived scenario
35270,Southern Province,1.2,MID,Homestay,13,7,6263.11,reference-derived scenario
35271,Uva Province,1.02,HIGH,Boutique hotel / villa,19,10,44309.98,reference-derived scenario
35272,Upcountry / Central Highlands,1.08,LOW,Homestay,11,6,4752.96,reference-derived scenario
35273,Western Province,1.18,MID,Hostel / dorm,6,3,3374.44,reference-derived scenario
35274,Northern Province,1.0,HIGH,Serviced apartment,5,3,18757.51,reference-derived scenario
35275,Southern Province,1.2,LOW,Budget hotel / 1-2 star,3,2,9883.02,reference-derived scenario
35276,Cultural Triangle / North Central,1.05,HIGH,Mid-range villa,7,4,22696.86,reference-derived scenario
35277,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,8,4,5780.81,reference-derived scenario
35278,Sabaragamuwa Province,1.0,HIGH,Mid-range villa,14,7,15697.15,reference-derived scenario
35279,Eastern Province,1.02,MID,Mid-range hotel / 3-star,9,5,17589.79,reference-derived scenario
35280,Uva Province,1.02,MID,Homestay,1,1,4498.77,reference-derived scenario
35281,Uva Province,1.02,MID,Hostel / dorm,15,8,2588.51,reference-derived scenario
35282,Western Province,1.18,LOW,Homestay,18,9,6351.51,reference-derived scenario
35283,North Western Province,1.03,HIGH,Mid-range villa,4,2,17029.6,reference-derived scenario
35284,Western Province,1.18,MID,Budget guesthouse,13,7,6786.8,reference-derived scenario
35285,North Western Province,1.03,HIGH,Mid-range hotel / 3-star,10,5,16184.94,reference-derived scenario
35286,North Western Province,1.03,HIGH,Private villa,8,4,67771.08,reference-derived scenario
35287,North Western Province,1.03,LOW,Hostel / dorm,6,3,2260.95,reference-derived scenario
35288,Northern Province,1.0,MID,Hostel / dorm,19,10,2613.22,reference-derived scenario
35289,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,20,10,24869.69,reference-derived scenario
35290,Uva Province,1.02,MID,Mid-range villa,8,4,16549.99,reference-derived scenario
35291,Western Province,1.18,MID,Mid-range villa,17,9,24816.83,reference-derived scenario
35292,Sabaragamuwa Province,1.0,HIGH,Mid-range hotel / 3-star,1,1,18213.98,reference-derived scenario
35293,North Western Province,1.03,LOW,Budget hotel / 1-2 star,1,1,7467.58,reference-derived scenario
35294,Southern Province,1.2,LOW,Homestay,1,1,5020.96,reference-derived scenario
35295,Northern Province,1.0,LOW,Homestay,8,4,4020.06,reference-derived scenario
35296,Upcountry / Central Highlands,1.08,HIGH,Mid-range villa,5,3,22764.29,reference-derived scenario
35297,Western Province,1.18,HIGH,Luxury / 4-star hotel,2,1,41707.15,reference-derived scenario
35298,North Western Province,1.03,MID,Boutique guesthouse,20,10,18818.97,reference-derived scenario
35299,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,9,5,2718.36,reference-derived scenario
35300,Western Province,1.18,MID,Budget hotel / 1-2 star,12,6,7909.63,reference-derived scenario
35301,Upcountry / Central Highlands,1.08,MID,Hostel / dorm,15,8,2447.44,reference-derived scenario
35302,North Western Province,1.03,MID,Homestay,12,6,5010.62,reference-derived scenario
35303,Upcountry / Central Highlands,1.08,LOW,Homestay,8,4,5867.76,reference-derived scenario
35304,Southern Province,1.2,LOW,Budget guesthouse,20,10,5691.07,reference-derived scenario
35305,Eastern Province,1.02,MID,Hostel / dorm,13,7,2652.39,reference-derived scenario
35306,Eastern Province,1.02,MID,Budget hotel / 1-2 star,20,10,7704.44,reference-derived scenario
35307,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,11,6,2286.62,reference-derived scenario
35308,Uva Province,1.02,HIGH,Serviced apartment,7,4,18664.21,reference-derived scenario
35309,Eastern Province,1.02,LOW,Homestay,7,4,5164.63,reference-derived scenario
35310,Western Province,1.18,MID,Budget guesthouse,9,5,7114.97,reference-derived scenario
35311,Upcountry / Central Highlands,1.08,MID,Boutique guesthouse,11,6,21196.21,reference-derived scenario
35312,North Western Province,1.03,MID,Budget guesthouse,15,8,5296.95,reference-derived scenario
35313,Southern Province,1.2,MID,Budget hotel / 1-2 star,19,10,11484.16,reference-derived scenario
35314,Northern Province,1.0,MID,Serviced apartment,15,8,15313.78,reference-derived scenario
35315,Sabaragamuwa Province,1.0,MID,Mid-range hotel / 3-star,5,3,17589.58,reference-derived scenario
35316,Upcountry / Central Highlands,1.08,MID,Serviced apartment,20,10,21022.32,reference-derived scenario
35317,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,9,5,5373.83,reference-derived scenario
35318,North Western Province,1.03,MID,Mid-range hotel / 3-star,14,7,13573.72,reference-derived scenario
35319,Northern Province,1.0,HIGH,Mid-range villa,15,8,17437.22,reference-derived scenario
35320,Cultural Triangle / North Central,1.05,MID,Serviced apartment,13,7,16495.09,reference-derived scenario
35321,Northern Province,1.0,LOW,Homestay,18,9,4075.33,reference-derived scenario
35322,Cultural Triangle / North Central,1.05,LOW,Budget hotel / 1-2 star,10,5,9988.6,reference-derived scenario
35323,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,10,5,8563.27,reference-derived scenario
35324,Western Province,1.18,HIGH,Luxury resort,8,4,107417.82,reference-derived scenario
35325,Eastern Province,1.02,LOW,Hostel / dorm,8,4,2823.5,reference-derived scenario
35326,Sabaragamuwa Province,1.0,LOW,Hostel / dorm,14,7,2403.97,reference-derived scenario
35327,Northern Province,1.0,HIGH,Luxury / 4-star hotel,14,7,31248.32,reference-derived scenario
35328,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,17,9,3132.3,reference-derived scenario
35329,Western Province,1.18,LOW,Hostel / dorm,13,7,2444.39,reference-derived scenario
35330,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,10,5,2491.33,reference-derived scenario
35331,Uva Province,1.02,LOW,Budget hotel / 1-2 star,8,4,9662.29,reference-derived scenario
35332,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,3,2,6886.95,reference-derived scenario
35333,Western Province,1.18,MID,Hostel / dorm,5,3,3415.21,reference-derived scenario
35334,Cultural Triangle / North Central,1.05,LOW,Homestay,20,10,4256.76,reference-derived scenario
35335,Upcountry / Central Highlands,1.08,MID,Serviced apartment,6,3,21375.79,reference-derived scenario
35336,Northern Province,1.0,HIGH,Private villa,2,1,63300.28,reference-derived scenario
35337,Southern Province,1.2,LOW,Budget guesthouse,13,7,5475.49,reference-derived scenario
35338,Cultural Triangle / North Central,1.05,MID,Homestay,10,5,4489.15,reference-derived scenario
35339,Sabaragamuwa Province,1.0,LOW,Homestay,3,2,4489.33,reference-derived scenario
35340,Western Province,1.18,LOW,Budget hotel / 1-2 star,1,1,10466.12,reference-derived scenario
35341,Uva Province,1.02,LOW,Budget guesthouse,13,7,5817.53,reference-derived scenario
35342,Cultural Triangle / North Central,1.05,MID,Homestay,9,5,4143.47,reference-derived scenario
35343,Uva Province,1.02,LOW,Homestay,12,6,5086.95,reference-derived scenario
35344,Cultural Triangle / North Central,1.05,MID,Budget guesthouse,13,7,6149.77,reference-derived scenario
35345,Western Province,1.18,HIGH,Boutique guesthouse,18,9,27148.39,reference-derived scenario
35346,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,6,3,5897.34,reference-derived scenario
35347,Upcountry / Central Highlands,1.08,MID,Hostel / dorm,2,1,2613.74,reference-derived scenario
35348,Eastern Province,1.02,LOW,Homestay,13,7,5412.41,reference-derived scenario
35349,Uva Province,1.02,LOW,Hostel / dorm,2,1,3047.8,reference-derived scenario
35350,Eastern Province,1.02,HIGH,Private villa,13,7,64394.3,reference-derived scenario
35351,Cultural Triangle / North Central,1.05,HIGH,Boutique guesthouse,14,7,24109.64,reference-derived scenario
35352,Northern Province,1.0,MID,Boutique guesthouse,15,8,22324.2,reference-derived scenario
35353,Uva Province,1.02,HIGH,Boutique guesthouse,18,9,22887.64,reference-derived scenario
35354,North Western Province,1.03,MID,Hostel / dorm,16,8,2957.02,reference-derived scenario
35355,North Western Province,1.03,MID,Hostel / dorm,15,8,2714.69,reference-derived scenario
35356,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,8,4,8616.34,reference-derived scenario
35357,Cultural Triangle / North Central,1.05,LOW,Homestay,18,9,5186.09,reference-derived scenario
35358,Cultural Triangle / North Central,1.05,HIGH,Luxury / 5-star hotel,16,8,62217.76,reference-derived scenario
35359,Sabaragamuwa Province,1.0,MID,Boutique guesthouse,8,4,19792.25,reference-derived scenario
35360,Sabaragamuwa Province,1.0,HIGH,Boutique hotel / villa,20,10,48279.63,reference-derived scenario
35361,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,8,4,7574.66,reference-derived scenario
35362,Western Province,1.18,MID,Boutique guesthouse,6,3,28358.21,reference-derived scenario
35363,Uva Province,1.02,HIGH,Boutique hotel / villa,14,7,49506.21,reference-derived scenario
35364,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,8,4,3050.34,reference-derived scenario
35365,Southern Province,1.2,LOW,Hostel / dorm,8,4,3409.98,reference-derived scenario
35366,Southern Province,1.2,LOW,Homestay,1,1,6002.03,reference-derived scenario
35367,Uva Province,1.02,MID,Budget hotel / 1-2 star,12,6,8255.08,reference-derived scenario
35368,Southern Province,1.2,LOW,Budget guesthouse,10,5,7395.2,reference-derived scenario
35369,Upcountry / Central Highlands,1.08,LOW,Homestay,17,9,4394.36,reference-derived scenario
35370,Sabaragamuwa Province,1.0,MID,Homestay,12,6,5105.85,reference-derived scenario
35371,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,12,6,7825.29,reference-derived scenario
35372,Western Province,1.18,HIGH,Luxury / 5-star hotel,12,6,90022.93,reference-derived scenario
35373,Western Province,1.18,HIGH,Luxury / 5-star hotel,20,10,81395.33,reference-derived scenario
35374,North Western Province,1.03,LOW,Budget guesthouse,2,1,6239.99,reference-derived scenario
35375,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,8,4,6651.52,reference-derived scenario
35376,Western Province,1.18,LOW,Hostel / dorm,20,10,3134.51,reference-derived scenario
35377,Western Province,1.18,MID,Hostel / dorm,12,6,2849.31,reference-derived scenario
35378,Eastern Province,1.02,LOW,Budget guesthouse,10,5,4794.38,reference-derived scenario
35379,Western Province,1.18,HIGH,Private villa,20,10,83166.48,reference-derived scenario
35380,Eastern Province,1.02,HIGH,Luxury / 5-star hotel,3,2,61186.33,reference-derived scenario
35381,Cultural Triangle / North Central,1.05,MID,Budget guesthouse,13,7,6942.43,reference-derived scenario
35382,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,2,1,5151.03,reference-derived scenario
35383,Uva Province,1.02,MID,Budget guesthouse,11,6,4621.26,reference-derived scenario
35384,Southern Province,1.2,LOW,Homestay,13,7,5059.87,reference-derived scenario
35385,Northern Province,1.0,MID,Serviced apartment,10,5,20526.17,reference-derived scenario
35386,Western Province,1.18,LOW,Hostel / dorm,15,8,3045.9,reference-derived scenario
35387,Uva Province,1.02,MID,Budget guesthouse,13,7,5288.1,reference-derived scenario
35388,Western Province,1.18,MID,Mid-range villa,9,5,19738.04,reference-derived scenario
35389,Uva Province,1.02,LOW,Homestay,8,4,5438.98,reference-derived scenario
35390,Western Province,1.18,HIGH,Mid-range villa,15,8,22956.2,reference-derived scenario
35391,Eastern Province,1.02,MID,Serviced apartment,10,5,17766.83,reference-derived scenario
