sourceReference	region	type	vehicleModel	serviceName	capacity	minimumFareLkr	perKmLkr	perPassenger	source	availabilityBasis
way/487330361	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/487645789	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/487645789	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/487645789	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/487645789	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/487645789	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/487645789	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/1822725438	Bentota	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/1822725438	Bentota	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/1822725438	Bentota	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/1822725438	Bentota	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/1822725438	Bentota	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/1822725438	Bentota	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/590768631	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/590768631	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/590768631	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/590768631	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/590768631	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/590768631	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/553819263	Anuradhapura	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/553819263	Anuradhapura	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/553819263	Anuradhapura	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/553819263	Anuradhapura	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/553819263	Anuradhapura	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/553819263	Anuradhapura	Train	Train	Northern Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/5969129292	Kalpitiya	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/5969129292	Kalpitiya	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5969129292	Kalpitiya	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5969129292	Kalpitiya	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5969129292	Kalpitiya	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5969129292	Kalpitiya	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/4414010829	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/4414010829	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4414010829	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4414010829	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4414010829	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4414010829	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/5403372051	Haputale	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/5403372051	Haputale	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5403372051	Haputale	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5403372051	Haputale	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5403372051	Haputale	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5403372051	Haputale	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/455693540	Jaffna	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/455693540	Jaffna	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/455693540	Jaffna	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/455693540	Jaffna	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/455693540	Jaffna	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/455693540	Jaffna	Train	Train	Northern Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/417507241	Jaffna	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/417507241	Jaffna	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/417507241	Jaffna	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/417507241	Jaffna	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/417507241	Jaffna	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/417507241	Jaffna	Train	Train	Northern Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/1227533136	Nuwara Eliya	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/1227533136	Nuwara Eliya	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1227533136	Nuwara Eliya	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1227533136	Nuwara Eliya	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1227533136	Nuwara Eliya	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1227533136	Nuwara Eliya	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/1227533137	Nuwara Eliya	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/1227533137	Nuwara Eliya	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1227533137	Nuwara Eliya	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1227533137	Nuwara Eliya	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1227533137	Nuwara Eliya	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1227533137	Nuwara Eliya	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/4145856781	Haputale	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/4145856781	Haputale	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4145856781	Haputale	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4145856781	Haputale	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4145856781	Haputale	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4145856781	Haputale	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/6545559420	Haputale	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/6545559420	Haputale	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6545559420	Haputale	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6545559420	Haputale	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6545559420	Haputale	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6545559420	Haputale	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/494324622	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/494324622	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/494324622	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/494324622	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/494324622	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/494324622	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/453655908	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/453655908	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453655908	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453655908	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453655908	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453655908	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/453655909	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/453655909	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453655909	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453655909	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453655909	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453655909	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/453659753	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/453659753	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453659753	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453659753	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453659753	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453659753	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/453659754	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/453659754	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453659754	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453659754	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453659754	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/453659754	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/497574396	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/497574396	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/497574396	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/497574396	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/497574396	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/497574396	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/1228206847	Ratnapura	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/1228206847	Ratnapura	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1228206847	Ratnapura	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1228206847	Ratnapura	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/1228206847	Ratnapura	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/787996795	Udawalawe	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/787996795	Udawalawe	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/787996795	Udawalawe	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/787996795	Udawalawe	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/787996795	Udawalawe	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6078188581	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/6078188581	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6078188581	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6078188581	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6078188581	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6078188581	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/3865116616	Arugam Bay	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/3865116616	Arugam Bay	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3865116616	Arugam Bay	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3865116616	Arugam Bay	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3865116616	Arugam Bay	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/522045701	Ella	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/522045701	Ella	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/522045701	Ella	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/522045701	Ella	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/522045701	Ella	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/522045701	Ella	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/373029948	Anuradhapura	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/373029948	Anuradhapura	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/373029948	Anuradhapura	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/373029948	Anuradhapura	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/373029948	Anuradhapura	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/373029948	Anuradhapura	Train	Train	Northern Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/569233143	Jaffna	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/569233143	Jaffna	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/569233143	Jaffna	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/569233143	Jaffna	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/569233143	Jaffna	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/569233143	Jaffna	Train	Train	Northern Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/2559434836	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/2559434836	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2559434836	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2559434836	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2559434836	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2559434836	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/2296749115	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/2296749115	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2296749115	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2296749115	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2296749115	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2296749115	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/911280712	Nuwara Eliya	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/911280712	Nuwara Eliya	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/911280712	Nuwara Eliya	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/911280712	Nuwara Eliya	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/911280712	Nuwara Eliya	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/911280712	Nuwara Eliya	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
